Permit Name,Res / Com,Duration,Work Type,Count of Reviews,Occurances of Repeat Reviews,Worst Review,WR Count
2022-136369 PR,Residential ,58,New,18,8,Tech Master Review,2
2022-136516 PR,Residential ,75,New,17,7,Tech Master Review,3
2022-136699 PR,Residential ,71,Addition and Remodel,9,3,Residential Zoning Review,2
2022-136721 PR,Commericial ,33,Remodel,21,9,Building Plans - Electrical,2
2022-136766 PR,Residential ,25,Addition and Remodel,7,2,Tech Master Review,3
2022-136829 PR,Commericial ,6,Demolition,2,0,Historic Preservation,1
2022-136897 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-136960 PR,Residential ,0,Repair,1,0,None,0
2022-136976 PR,Residential ,53,Addition and Remodel,2,1,Residential Zoning Review,3
2022-136995 PR,Commericial ,157,Remodel,23,6,Commercial Building Plans,3
2022-137103 PR,Residential ,0,Repair,1,0,None,0
2022-137251 PR,Residential ,25,Addition and Remodel,3,0,Residential Zoning Review,1
2022-137261 PR,Residential ,0,Repair,1,0,None,0
2022-137368 PR,Residential ,41,New,11,4,Tech Master Review,2
2022-137408 PR,Residential ,11,Demolition,2,0,Historic Preservation,1
2022-137440 PR,Residential ,39,New,14,6,Tech Master Review,2
2022-137463 PR,Commericial ,3,Remodel,3,1,Commercial Zoning Review,2
2022-137592 PR,Residential ,11,Demolition,2,0,Tree Ordinance Review,1
2022-137713 PR,Residential ,11,Repair,2,0,Flood Plain Review,1
2022-137721 PR,Residential ,0,Repair,1,0,None,0
2022-137762 PR,Residential ,0,Repair,1,0,None,0
2022-137772 PR,Residential ,0,Repair,1,0,None,0
2022-137801 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-137960 PR,Commericial ,33,Remodel,7,1,Commercial Building Plans,3
2022-138278 PR,Residential ,18,New,14,6,Tech Master Review,2
2022-138287 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2022-138460 PR,Residential ,4,Demolition,3,0,Historic Preservation,1
2022-138597 PR,Residential ,99,New,5,1,Residential Zoning Review,2
2022-138693 PR,Residential ,0,Repair,1,0,None,0
2022-138707 PR,Residential ,0,Repair,1,0,None,0
2022-138736 PR,Residential ,0,Repair,1,0,None,0
2022-138762 PR,Residential ,0,Repair,1,0,None,0
2022-138926 PR,Residential ,0,Repair,1,0,None,0
2022-138956 PR,Residential ,0,Repair,1,0,None,0
2022-139065 PR,Residential ,0,Repair,1,0,None,0
2022-139282 PR,Residential ,0,Repair,1,0,None,0
2022-139419 PR,Residential ,29,New,7,0,Residential Zoning Review,1
2022-139497 PR,Residential ,0,Repair,1,0,None,0
2022-139599 PR,Residential ,0,Repair,1,0,None,0
2022-139798 PR,Residential ,21,Addition and Remodel,5,1,Residential Zoning Review,2
2022-139834 PR,Commericial ,89,Addition,18,7,Building Plans - Plumbing,2
2022-139856 PR,Residential ,20,Demolition,3,0,Historic Preservation,1
2022-139874 PR,Residential ,86,New,10,3,Residential Zoning Review,2
2022-139893 PR,Residential ,47,Demolition,3,0,Historic Preservation,1
2022-139936 PR,Residential ,15,Demolition,2,0,Historic Preservation,1
2022-140010 PR,Residential ,49,Addition and Remodel,8,2,Tech Master Review,2
2022-140133 PR,Residential ,5,Demolition,3,0,Historic Preservation,1
2022-140173 PR,Commericial ,70,Remodel,16,5,Commercial Site Plan Review,3
2022-140180 PR,Residential ,13,Demolition,2,0,Tree Ordinance Review,1
2022-140200 PR,Residential ,5,Demolition,3,0,Historic Preservation,1
2022-140205 PR,Commericial ,62,Remodel,17,4,Commercial Building Plans,2
2022-140206 PR,Residential ,40,New,14,6,Tech Master Review,2
2022-140225 PR,Residential ,7,Addition and Remodel,3,0,Residential Zoning Review,1
2022-140237 PR,Residential ,55,New,16,7,Tech Master Review,2
2022-140242 PR,Residential ,5,Demolition,2,0,Tree Ordinance Review,1
2022-140267 PR,Commericial ,70,Remodel,19,6,Commercial Building Plans,2
2022-140282 PR,Residential ,37,Addition and Remodel,5,1,Residential Zoning Review,2
2022-140300 PR,Residential ,6,Demolition,2,0,Historic Preservation,1
2022-140541 PR,Residential ,95,Addition and Remodel,10,3,Residential Zoning Review,3
2022-140562 PR,Residential ,5,Demolition,3,0,Historic Preservation,1
2022-140580 PR,Residential ,5,Demolition,2,0,Historic Preservation,1
2022-140581 PR,Residential ,39,Addition and Remodel,6,2,Residential Zoning Review,2
2022-140601 PR,Residential ,5,Demolition,3,0,Historic Preservation,1
2022-140617 PR,Commericial ,69,Remodel,23,9,Fire Review,4
2022-140618 PR,Residential ,0,Repair,1,0,None,0
2022-140670 PR,Residential ,53,Relocation,4,1,Historic Preservation,2
2022-140686 PR,Residential ,5,Demolition,3,0,Historic Preservation,1
2022-140702 PR,Residential ,20,Demolition,4,1,Tree Ordinance Review,2
2022-140826 PR,Residential ,35,New,15,6,Tech Master Review,2
2022-140907 PR,Residential ,0,Repair,1,0,None,0
2022-140925 PR,Residential ,24,Addition and Remodel,2,0,Residential Zoning Review,1
2022-140935 PR,Residential ,0,Repair,1,0,None,0
2022-140975 PR,Residential ,0,Repair,1,0,None,0
2022-141016 PR,Residential ,90,Addition and Remodel,12,5,Tech Master Review,2
2022-141040 PR,Residential ,29,New,5,1,Residential Zoning Review,2
2022-141302 PR,Residential ,0,Repair,1,0,None,0
2022-141325 PR,Residential ,5,Repair,2,0,Flood Plain Review,1
2022-141390 PR,Residential ,45,New,12,4,Residential Zoning Review,2
2022-141463 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2022-141552 PR,Commericial ,59,Remodel,16,4,Commercial Building Plans,2
2022-141600 PR,Residential ,68,New,16,7,Tech Master Review,2
2022-141617 PR,Commericial ,24,Remodel,13,3,Commercial Building Plans,2
2022-141698 PR,Residential ,0,Repair,1,0,None,0
2022-141764 PR,Residential ,24,Addition and Remodel,8,2,Residential Zoning Review,2
2022-141962 PR,Residential ,0,Repair,1,0,None,0
2022-141973 PR,Residential ,0,Repair,1,0,None,0
2022-141980 PR,Residential ,0,Repair,1,0,None,0
2022-141985 PR,Residential ,0,Repair,1,0,None,0
2022-141991 PR,Residential ,2,Repair,2,0,Flood Plain Review,1
2022-141999 PR,Residential ,3,Repair,2,0,Flood Plain Review,1
2022-142359 PR,Residential ,72,Addition and Remodel,4,1,Residential Zoning Review,2
2022-142479 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-142504 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-142529 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-142561 PR,Residential ,29,Demolition,4,1,Tree Ordinance Review,2
2022-142582 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-142823 PR,Residential ,36,New,12,5,Tech Master Review,2
2022-142853 PR,Residential ,0,Repair,1,0,None,0
2022-142914 PR,Residential ,85,New,10,4,Residential Zoning Review,2
2022-142950 PR,Commericial ,20,Demolition,4,1,Historic Intake,2
2022-142992 PR,Residential ,115,Addition and Remodel,11,3,Residential Zoning Review,2
2022-143040 PR,Residential ,0,Repair,1,0,None,0
2022-143118 PR,Residential ,0,Repair,1,0,None,0
2022-143179 PR,Commericial ,125,Remodel,27,10,Building Plans - Plumbing,3
2022-143330 PR,Residential ,114,New,13,4,AW UDS TAP Plan Review,3
2022-143342 PR,Residential ,0,Repair,1,0,None,0
2022-143371 PR,Residential ,0,Repair,1,0,None,0
2022-143421 PR,Residential ,0,Repair,1,0,None,0
2022-143458 PR,Commericial ,56,Demolition,4,1,Historic Preservation,2
2022-143642 PR,Residential ,27,Addition and Remodel,5,2,Residential Zoning Review,2
2022-143666 PR,Residential ,54,Addition and Remodel,7,1,Fire Review,2
2022-143820 PR,Residential ,69,Demolition,4,1,Historic Preservation,2
2022-143935 PR,Commericial ,47,Remodel,13,4,Commercial Building Plans,2
2022-143938 PR,Residential ,0,Repair,1,0,None,0
2022-143947 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2022-143970 PR,Residential ,56,New,6,1,Tree Ordinance Review,2
2022-143994 PR,Residential ,15,Repair,3,1,Flood Plain Review,2
2022-144083 PR,Residential ,7,Demolition,2,0,Historic Preservation,1
2022-144135 PR,Residential ,0,Repair,1,0,None,0
2022-144156 PR,Commericial ,40,New,5,1,Commercial Building Plans,3
2022-144178 PR,Residential ,118,Demolition,3,1,Historic Preservation,2
2022-144439 PR,Residential ,41,Addition and Remodel,12,5,Tech Master Review,2
2022-144471 PR,Residential ,0,Repair,1,0,None,0
2022-144711 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-144740 PR,Residential ,74,Addition and Remodel,9,3,Residential Zoning Review,2
2022-144771 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-144943 PR,Residential ,109,New,17,7,Tree Ordinance Review,3
2022-144962 PR,Residential ,147,New,14,6,Tech Master Review,2
2022-144996 PR,Residential ,82,Addition and Remodel,6,2,Residential Zoning Review,3
2022-145014 PR,Residential ,41,New,14,6,Tech Master Review,2
2022-145038 PR,Residential ,56,New,12,5,AE BSPA,3
2022-145040 PR,Residential ,119,Addition and Remodel,7,2,Residential Zoning Review,2
2022-145052 PR,Commericial ,48,Remodel,13,2,Building Plans - Electrical,2
2022-145187 PR,Residential ,41,New,14,6,Tech Master Review,2
2022-145227 PR,Commericial ,42,Remodel,20,7,Commercial Building Plans,2
2022-145243 PR,Residential ,88,Addition and Remodel,9,3,Residential Zoning Review,2
2022-145261 PR,Residential ,25,Addition and Remodel,5,1,Residential Zoning Review,2
2022-145262 PR,Residential ,122,New,17,6,Tech Master Review,4
2022-145308 PR,Residential ,73,New,13,4,Residential Zoning Review,2
2022-145378 PR,Residential ,117,Demolition,4,1,Historic Preservation,2
2022-145548 PR,Residential ,0,Repair,1,0,None,0
2022-145581 PR,Residential ,0,Repair,1,0,None,0
2022-145588 PR,Residential ,0,Repair,1,0,None,0
2022-145663 PR,Residential ,87,New,15,5,Residential Zoning Review,3
2022-145664 PR,Residential ,0,Repair,1,0,None,0
2022-145665 PR,Residential ,22,Addition and Remodel,8,3,Residential Zoning Review,2
2022-145672 PR,Residential ,0,Repair,1,0,None,0
2022-145684 PR,Residential ,110,Addition and Remodel,10,3,Residential Zoning Review,3
2022-145688 PR,Residential ,0,Repair,1,0,None,0
2022-145690 PR,Residential ,45,New,6,2,Residential Zoning Review,2
2022-145691 PR,Residential ,87,New,10,3,Residential Zoning Review,3
2022-145698 PR,Residential ,0,Repair,1,0,None,0
2022-145714 PR,Residential ,11,Repair,2,0,Flood Plain Review,1
2022-145717 PR,Residential ,0,Repair,1,0,None,0
2022-145721 PR,Residential ,38,Repair,2,0,Flood Plain Review,1
2022-145835 PR,Residential ,64,Demolition,4,1,Historic Preservation,2
2022-145853 PR,Residential ,8,Demolition,3,1,Historic Preservation,2
2022-145960 PR,Residential ,28,Addition and Remodel,5,2,Residential Zoning Review,2
2022-145965 PR,Residential ,8,Demolition,2,0,Tree Ordinance Review,1
2022-145990 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2022-146013 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2022-146153 PR,Residential ,113,Addition and Remodel,9,3,Residential Zoning Review,2
2022-146178 PR,Residential ,22,Addition and Remodel,4,0,Residential Zoning Review,1
2022-146408 PR,Commericial ,36,Remodel,5,1,Commercial Building Plans,2
2022-146661 PR,Residential ,56,New,8,2,Residential Zoning Review,2
2022-146701 PR,Residential ,0,Repair,1,0,None,0
2022-146743 PR,Residential ,10,Repair,2,0,Flood Plain Review,1
2022-146767 PR,Residential ,51,New,16,7,Tech Master Review,2
2022-146780 PR,Commericial ,2,Remodel,4,0,Commercial Building Plans,1
2022-146784 PR,Residential ,28,New,5,0,Residential Zoning Review,1
2022-146813 PR,Residential ,66,New,16,7,Tech Master Review,2
2022-146887 PR,Residential ,0,Repair,1,0,None,0
2022-146919 PR,Residential ,0,Repair,1,0,None,0
2022-146938 PR,Residential ,0,Repair,1,0,None,0
2022-146998 PR,Commericial ,10,Remodel,3,0,Commercial Building Plans,1
2022-147001 PR,Residential ,10,Repair,2,0,Flood Plain Review,1
2022-147049 PR,Residential ,0,Repair,1,0,None,0
2022-147129 PR,Commericial ,121,Remodel,18,5,Commercial Building Plans,4
2022-147203 PR,Commericial ,139,Remodel,21,7,Building Plans - Plumbing,3
2022-147367 PR,Commericial ,98,Demolition,5,1,Historic Preservation,2
2022-147380 PR,Residential ,77,Addition and Remodel,11,5,Residential Zoning Review,2
2022-147398 PR,Residential ,55,New,7,1,Tech Master Review,2
2022-147426 PR,Residential ,43,New,14,6,Tech Master Review,2
2022-147654 PR,Residential ,9,Repair,2,0,Flood Plain Review,1
2022-147758 PR,Residential ,76,Addition and Remodel,10,3,Residential Zoning Review,2
2022-147849 PR,Residential ,0,Repair,1,0,None,0
2022-147960 PR,Residential ,0,Repair,1,0,None,0
2022-148090 PR,Residential ,39,Addition and Remodel,5,2,Residential Zoning Review,2
2022-148430 PR,Residential ,48,Demolition,4,1,Tree Ordinance Review,2
2022-148514 PR,Residential ,55,Demolition,4,1,Historic Preservation,2
2022-148643 PR,Residential ,34,Demolition,4,1,Tree Ordinance Review,2
2022-148766 PR,Commericial ,52,Remodel,21,9,Building Plans - Electrical,2
2022-148803 PR,Residential ,52,Addition and Remodel,4,1,Residential Zoning Review,2
2022-148830 PR,Residential ,54,New,7,2,Fire Review,2
2022-148898 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-148909 PR,Commericial ,32,New,15,2,Commercial Building Plans,2
2022-148919 PR,Residential ,0,Repair,1,0,None,0
2022-148920 PR,Commericial ,150,Shell,46,11,Commercial Zoning Review,7
2022-148954 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-148958 PR,Commericial ,3,Remodel,4,0,Commercial Building Plans,1
2022-148975 PR,Residential ,0,Repair,1,0,None,0
2022-148996 PR,Residential ,33,New,16,7,Tech Master Review,2
2022-149009 PR,Residential ,0,Repair,1,0,None,0
2022-149016 PR,Residential ,0,Repair,1,0,None,0
2022-149030 PR,Residential ,0,Repair,1,0,None,0
2022-149069 PR,Commericial ,17,Remodel,5,1,Commercial Building Plans,2
2022-149087 PR,Residential ,0,Repair,1,0,None,0
2022-149107 PR,Residential ,0,Repair,1,0,None,0
2022-149125 PR,Residential ,0,Repair,1,0,None,0
2022-149133 PR,Residential ,0,Repair,1,0,None,0
2022-149170 PR,Residential ,33,Addition and Remodel,5,2,Residential Zoning Review,2
2022-149354 PR,Residential ,0,Repair,1,0,None,0
2022-149550 PR,Commericial ,46,Remodel,17,5,Commercial Site Plan Review,3
2022-149644 PR,Residential ,141,Addition and Remodel,4,1,Tech Master Review,2
2022-149646 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-149948 PR,Residential ,0,Repair,1,0,None,0
2022-149990 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-150096 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2022-150167 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2022-150184 PR,Residential ,71,New,5,1,Residential Zoning Review,2
2022-150317 PR,Commericial ,59,Remodel,23,10,Building Plans - Mechanical,4
2022-150428 PR,Residential ,0,Repair,1,0,None,0
2022-150527 PR,Residential ,0,Repair,1,0,None,0
2022-150605 PR,Residential ,0,Repair,1,0,None,0
2022-150619 PR,Residential ,0,Repair,1,0,None,0
2022-150635 PR,Residential ,0,Repair,1,0,None,0
2022-150774 PR,Commericial ,2,Remodel,4,0,Commercial Building Plans,1
2022-150800 PR,Residential ,71,Addition and Remodel,7,1,Fire Review,2
2022-150803 PR,Commericial ,46,Remodel,15,6,Commercial Building Plans,2
2022-150808 PR,Residential ,0,Repair,1,0,None,0
2022-150816 PR,Residential ,48,Addition and Remodel,7,2,Residential Zoning Review,3
2022-150854 PR,Residential ,69,New,14,6,Tech Master Review,2
2022-150871 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-150904 PR,Residential ,93,New,6,1,Residential Zoning Review,3
2022-150907 PR,Residential ,0,Repair,1,0,None,0
2022-151067 PR,Residential ,56,Addition and Remodel,5,2,Residential Zoning Review,2
2022-151068 PR,Residential ,44,New,14,6,Tech Master Review,2
2022-151107 PR,Residential ,0,Repair,1,0,None,0
2022-151172 PR,Residential ,15,Addition and Remodel,3,0,Residential Zoning Review,1
2022-151285 PR,Residential ,23,New,6,0,Residential Zoning Review,1
2022-151381 PR,Residential ,0,Repair,1,0,None,0
2022-151394 PR,Residential ,0,Repair,1,0,None,0
2022-151422 PR,Residential ,70,Addition and Remodel,14,5,Residential Zoning Review,3
2022-151425 PR,Residential ,32,New,14,6,Tech Master Review,2
2022-151507 PR,Residential ,29,New,14,6,Tech Master Review,2
2022-151558 PR,Residential ,144,New,12,5,Tree Ordinance Review,3
2022-151715 PR,Residential ,63,Addition and Remodel,6,2,Tech Master Review,2
2022-151961 PR,Residential ,0,Repair,1,0,None,0
2022-151964 PR,Residential ,0,Repair,1,0,None,0
2022-152033 PR,Residential ,103,New,16,7,Tech Master Review,2
2022-152389 PR,Residential ,0,Repair,1,0,None,0
2022-152413 PR,Residential ,0,Repair,1,0,None,0
2022-152461 PR,Commericial ,98,Remodel,16,4,Building Plans - Electrical,2
2022-152662 PR,Residential ,0,Repair,1,0,None,0
2022-152667 PR,Residential ,0,Repair,1,0,None,0
2022-152671 PR,Residential ,0,Repair,1,0,None,0
2022-152680 PR,Residential ,0,Repair,1,0,None,0
2022-152686 PR,Residential ,12,Repair,2,0,Flood Plain Review,1
2022-152687 PR,Residential ,0,Repair,1,0,None,0
2022-152692 PR,Residential ,0,Repair,1,0,None,0
2022-152698 PR,Residential ,0,Repair,1,0,None,0
2022-152728 PR,Commericial ,70,Remodel,24,6,Building Plans - Electrical,4
2022-152732 PR,Residential ,0,Repair,1,0,None,0
2022-152742 PR,Residential ,0,Repair,1,0,None,0
2022-152823 PR,Residential ,0,Repair,1,0,None,0
2022-152837 PR,Residential ,0,Repair,1,0,None,0
2022-152871 PR,Residential ,0,Repair,1,0,None,0
2022-152945 PR,Residential ,0,Repair,1,0,None,0
2022-152952 PR,Residential ,136,New,14,6,Tech Master Review,2
2022-152962 PR,Residential ,0,Repair,1,0,None,0
2022-152986 PR,Residential ,57,Addition and Remodel,14,6,Tech Master Review,2
2022-152991 PR,Residential ,0,Repair,1,0,None,0
2022-153019 PR,Residential ,136,New,6,2,AE BSPA,3
2022-153021 PR,Commericial ,25,Remodel,12,0,Commercial Building Plans,1
2022-153143 PR,Residential ,0,Repair,1,0,None,0
2022-153428 PR,Residential ,0,Repair,1,0,None,0
2022-153469 PR,Residential ,0,Repair,1,0,None,0
2022-153496 PR,Commericial ,13,Remodel,10,1,Building Plans - Electrical,2
2022-153505 PR,Residential ,62,Addition and Remodel,9,4,Residential Zoning Review,2
2022-153518 PR,Commericial ,34,Remodel,12,1,Building Plans - Electrical,2
2022-153583 PR,Residential ,0,Repair,1,0,None,0
2022-153643 PR,Residential ,59,Addition and Remodel,8,2,Residential Zoning Review,2
2022-153734 PR,Residential ,9,Addition and Remodel,3,0,Residential Zoning Review,1
2022-153863 PR,Residential ,0,Repair,1,0,None,0
2022-153940 PR,Commericial ,16,Remodel,5,0,Commercial Building Plans,1
2022-154004 PR,Residential ,0,Repair,1,0,None,0
2022-154122 PR,Residential ,0,Repair,1,0,None,0
2022-154128 PR,Residential ,77,Addition and Remodel,5,1,Residential Zoning Review,2
2022-154178 PR,Residential ,0,Repair,1,0,None,0
2022-154179 PR,Commericial ,50,New,15,2,Commercial Building Plans,2
